,lin_Numpy,lin_Sklearn,Xgboost,LSTM,LSTM_stateful,LSTM + nogo
0,0.0136160850524902,0.0150108337402343,0.0184731483459472,0.406090497970581,0.0701136589050293,0.016941547393798828
1,0.0159962177276611,0.0149986743927001,0.021721601486206,0.0780041217803955,0.0709936618804931,0.016986608505249023
2,0.0152139663696289,0.0150010585784912,0.021791934967041,0.0781316757202148,0.0700030326843261,0.019771814346313477
3,0.0129766464233398,0.0152318477630615,0.0225965976715087,0.0700035095214843,0.0723481178283691,0.022808313369750977
4,0.0140049457550048,0.0159902572631835,0.0240485668182373,0.0771112442016601,0.0755143165588378,0.022843122482299805
5,0.0140016078948974,0.0160012245178222,0.0250008106231689,0.0772311687469482,0.0760002136230468,0.020998477935791016
6,0.014014720916748,0.0160105228424072,0.0260004997253417,0.075181245803833,0.0758984088897705,0.023548364639282227
7,0.014977216720581,0.0149979591369628,0.0284287929534912,0.0711960792541503,0.0772807598114013,0.022551774978637695
8,0.0140042304992675,0.0159897804260253,0.026641845703125,0.0780017375946044,0.0750007629394531,0.028263568878173828
9,0.0129995346069335,0.017000675201416,0.0259993076324462,0.0789985656738281,0.0689990520477294,0.019701242446899414
10,0.0160098075866699,0.0149996280670166,0.0269997119903564,0.0709986686706543,0.0761222839355468,0.019959688186645508
11,0.0159962177276611,0.0150086879730224,0.0245587825775146,0.0800006389617919,0.0759963989257812,0.02474188804626465
12,0.0140118598937988,0.0169923305511474,0.0248637199401855,0.0762090682983398,0.0797400474548339,0.02073216438293457
13,0.012986421585083,0.0150032043457031,0.0247797966003417,0.075998306274414,0.0741398334503173,0.022995710372924805
14,0.0150144100189208,0.035008430480957,0.0245704650878906,0.0830018520355224,0.072016954421997,0.018871545791625977
15,0.0149762630462646,0.0429913997650146,0.028996467590332,0.0760018825531005,0.077000617980957,0.024631977081298828
16,0.0160112380981445,0.0279951095581054,0.0239965915679931,0.0779969692230224,0.0700018405914306,0.02185821533203125
17,0.0179872512817382,0.0200002193450927,0.0230076313018798,0.085000991821289,0.0726861953735351,0.02536916732788086
18,0.0150032043457031,0.0149993896484375,0.0279963016510009,0.0810854434967041,0.0744976997375488,0.02021503448486328
19,0.0139999389648437,0.0160021781921386,0.0261647701263427,0.1245527267456054,0.0756220817565918,0.02500295639038086
20,0.0139994621276855,0.0210020542144775,0.0255217552185058,0.0811474323272705,0.0770597457885742,0.01999521255493164
21,0.0150158405303955,0.0169966220855712,0.0269961357116699,0.0799956321716308,0.070908784866333,0.02548694610595703
22,0.0139856338500976,0.0200028419494628,0.0252273082733154,0.0780003070831298,0.07710862159729,0.02600383758544922
23,0.0149967670440673,0.0169968605041503,0.0234098434448242,0.0708105564117431,0.0789873600006103,0.024547338485717773
24,0.0150015354156494,0.0180056095123291,0.0268557071685791,0.0730006694793701,0.0725133419036865,0.021001100540161133
25,0.0139975547790527,0.0149955749511718,0.022003173828125,0.0739998817443847,0.073000431060791,0.019998550415039062
26,0.015002965927124,0.0180046558380126,0.0269916057586669,0.071002721786499,0.0710008144378662,0.021635770797729492
27,0.0170028209686279,0.0169951915740966,0.0240018367767334,0.0680024623870849,0.0713753700256347,0.024001598358154297
28,0.0139970779418945,0.0149970054626464,0.0250015258789062,0.0659999847412109,0.0743591785430908,0.022560596466064453
29,0.0160143375396728,0.0150055885314941,0.0270009040832519,0.0669975280761718,0.0832672119140625,0.020998239517211914
30,0.0139830112457275,0.0159986019134521,0.023003339767456,0.0720024108886718,0.0714974403381347,0.02463388442993164
31,0.0220029354095459,0.0159986019134521,0.0279991626739501,0.0779962539672851,0.0713570117950439,0.025998353958129883
32,0.0240035057067871,0.0180003643035888,0.0219948291778564,0.0739986896514892,0.0687577724456787,0.019420385360717773
33,0.0189988613128662,0.0200004577636718,0.0260024070739746,0.0680015087127685,0.0790019035339355,0.025001049041748047
34,0.0159988403320312,0.0190026760101318,0.02699875831604,0.0740063190460205,0.0719969272613525,0.021002531051635742
35,0.0169987678527832,0.0149946212768554,0.0230050086975097,0.0769948959350586,0.0729997158050537,0.021504640579223633
36,0.0129992961883544,0.0181312561035156,0.0269954204559326,0.0659966468811035,0.0750033855438232,0.023963451385498047
37,0.0169994831085205,0.0159945487976074,0.0230004787445068,0.0710022449493408,0.0719990730285644,0.0240018367767334
38,0.0150039196014404,0.0170009136199951,0.0239973068237304,0.0679993629455566,0.0767982006072998,0.020001888275146484
39,0.0189957618713378,0.0160000324249267,0.0270032882690429,0.0799996852874755,0.0737214088439941,0.02100062370300293
40,0.0139994621276855,0.0180056095123291,0.0260014533996582,0.0690035820007324,0.0684301853179931,0.02339911460876465
41,0.016996145248413,0.016003131866455,0.024993896484375,0.0717091560363769,0.0755822658538818,0.019997358322143555
42,0.0159969329833984,0.0169911384582519,0.0260038375854492,0.0710000991821289,0.0733602046966552,0.025003671646118164
43,0.015007734298706,0.0200030803680419,0.0270009040832519,0.0730054378509521,0.0720348358154296,0.021204471588134766
44,0.0159986019134521,0.0209982395172119,0.0219995975494384,0.0739974975585937,0.0741877555847168,0.02499866485595703
45,0.014998435974121,0.0139985084533691,0.0240049362182617,0.0670001506805419,0.0715081691741943,0.022749662399291992
46,0.015000581741333,0.0160002708435058,0.0219988822937011,0.0751874446868896,0.0845429897308349,0.019997835159301758
47,0.0129992961883544,0.0180044174194335,0.0269973278045654,0.0730013847351074,0.0720281600952148,0.025716304779052734
48,0.0149950981140136,0.0189979076385498,0.023998737335205,0.074998140335083,0.0748534202575683,0.019701242446899414
49,0.01800537109375,0.0181117057800292,0.0279982089996337,0.0705728530883789,0.0757832527160644,0.025069236755371094
50,0.0139989852905273,0.0159938335418701,0.0230042934417724,0.0679991245269775,0.0790197849273681,0.022643327713012695
51,0.0160079002380371,0.0159986019134521,0.0255882740020751,0.0660009384155273,0.0760021209716796,0.0260009765625
52,0.0159885883331298,0.0149998664855957,0.027998924255371,0.0669982433319091,0.0759985446929931,0.02300405502319336
53,0.0140016078948974,0.0190093517303466,0.021998643875122,0.0670015811920166,0.0748233795166015,0.043247222900390625
54,0.0176010131835937,0.015000581741333,0.0270037651062011,0.0649998188018798,0.1089625358581543,0.04399824142456055
55,0.0130143165588378,0.0169899463653564,0.0229969024658203,0.066002607345581,0.0830378532409668,0.023001432418823242
56,0.0169858932495117,0.0180106163024902,0.0250060558319091,0.0701122283935546,0.0711390972137451,0.022997379302978516
57,0.0149924755096435,0.017991304397583,0.0270001888275146,0.073998212814331,0.0751471519470214,0.02200031280517578
58,0.0170023441314697,0.0159993171691894,0.0279955863952636,0.069000244140625,0.0770127773284912,0.026000499725341797
59,0.0149986743927001,0.0130002498626708,0.0239958763122558,0.0680007934570312,0.0719177722930908,0.021999359130859375
60,0.0150001049041748,0.0200047492980957,0.0260009765625,0.0705204010009765,0.0739309787750244,0.02299809455871582
61,0.0150089263916015,0.0199930667877197,0.0250027179718017,0.0720517635345459,0.0760011672973632,0.022005558013916016
62,0.0129873752593994,0.0200026035308837,0.0249996185302734,0.0730032920837402,0.0859987735748291,0.022997379302978516
63,0.0170028209686279,0.016005516052246,0.0250008106231689,0.0720002651214599,0.0750012397766113,0.021001338958740234
64,0.0160069465637207,0.017000675201416,0.0230038166046142,0.070000410079956,0.0802490711212158,0.02299809455871582
65,0.0169947147369384,0.0140018463134765,0.0219957828521728,0.0710010528564453,0.0748794078826904,0.02300286293029785
66,0.0170044898986816,0.0169963836669921,0.0240006446838378,0.0769968032836914,0.0748376846313476,0.020999431610107422
